Timestamp,What kind of user are you?,Where do you work?,What country are you in?,Are you part of the U.S. Exascale Computing Project (ECP)?,What are your primary application areas?,How did you find out about Spack?,How long have you been using Spack?,Have you contributed to Spack?,What version(s) of Spack do you use?,What OS do you use Spack on?,How many software installations have you done with Spack in the past year?,What Python version(s) do you use to run Spack?,How bad would it be if Spack dropped support for Python 2.6?,How bad would it be if Spack ONLY worked with Python 3?,How do you get installed Spack packages into your environment?,Which of the following Spack features do you use?,Which processors do you expect to use with Spack in the next year?,Which GPUs do you expect to use with Spack in the next year?,Which compilers do you expect to use with Spack in the next year?,"Rank these TBD Spack features by importance [New, backtracking concretizer]",Rank these TBD Spack features by importance [Use existing installs more aggressively],Rank these TBD Spack features by importance [Separate concretization of build dependencies ],Rank these TBD Spack features by importance [AWS/Azure/GCP/Cloud integration],"Rank these TBD Spack features by importance [Optimized, public binary packages]",Rank these TBD Spack features by importance [Better Developer features (easily develop multiple packages + 3rd party dependencies)],Rank these TBD Spack features by importance [Notifications about changes to my packages],Rank these TBD Spack features by importance [Build testing for every PR],"Rank these TBD Spack features by importance [Language virtual dependencies (e.g., depends_on(""cxx@2017:""))]",Rank these TBD Spack features by importance [Testing / integration with Pavilion2/ReFrame/other test tool],Rank these TBD Spack features by importance [Better compiler flag handling],Rank these TBD Spack features by importance [Windows Support],What features NOT in the prior list would you like to see?,"If we had a (virtual) workshop on Spack, would you attend? ",Have you done a Spack Tutorial?,How do you get help with Spack when you need it?,How often do you consult the Spack documentation?,"If there were commercial support for Spack, would you or your organization buy it?",How would you rate the overall quality of ... [Spack documentation],How would you rate the overall quality of ... [Spack community],How would you rate the overall quality of ... [Spack packages],How would you rate the overall quality of ... [Spack],Tell us briefly about your use case and your usual Spack workflow.,What about Spack helps you the most?,What are the biggest pain points in Spack for your workflow? (feel free to link to issues),What's the biggest thing we could do to improve Spack over the next year?,Are there key packages you'd like to see in Spack that are not included yet?,Do you have any other comments for us?
11/17/2020 20:10:06,Software Developer,University HPC/Computing Center,Germany,No,Traditional HPC / Simulation,Word of mouth,2,"Packages, Issues","0.15, develop","macOS, CentOS, Ubuntu",10 - 100,"2.7, 3.5, 3.7",Do it!,Do it!,"Spack environments, Environment Modules (TCL modules)","Environments, Module generation, Externals in packages.yaml, Concretization preferences in packages.yaml","AMD, Intel, IBM Power, ARM","NVIDIA, Intel","gcc, Intel Compilers",Somewhat important,Slightly Important,Slightly Important,Not Important,Somewhat important,Very Important,Somewhat important,Very Important,Slightly Important,Not Important,Slightly Important,Not Important,More documentation on HPC system administration with spack,"Yes, I'd attend",Yes,Documentation,Monthly,Probably not,Good,Good,Excellent,Excellent,,Not requiring root access to install packages,,,,
11/17/2020 20:10:54,Scientist/Researcher,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,Yes,"Traditional HPC / Simulation, Computer Science Research, Compiler Testing",Presentation,2,Issues,develop,"macOS, Red Hat, CentOS, Ubuntu","500-1,000","2.6, 2.7, 3.5, 3.6, 3.7",I'd live.  (I can provide 2.7 somehow),Unacceptable,"Lmod, Environment Modules (TCL modules)","Environments, Module generation, Stacks (matrices in environments), Externals in packages.yaml, Concretization preferences in packages.yaml","AMD, Intel, IBM Power, ARM","NVIDIA, AMD, Intel","gcc, Intel Compilers, Intel OneAPI / dpc++, PGI, NVIDIA Compilers (new PGI), LLVM, AMD aocc, AMD hipclang, nvcc, XL, CCE (Cray Compilers), Fujitsu Compilers, armclang",Somewhat important,Critical,Very Important,Slightly Important,Somewhat important,Somewhat important,Slightly Important,Slightly Important,Very Important,Not Important,Very Important,Not Important,Faster build times,Maybe,Yes,"Documentation, Mailing List, Coworkers",Monthly,Probably not,OK,Good,Good,Good,,,,,,
11/17/2020 22:05:02,Software Developer,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,No,Traditional HPC / Simulation,Word of mouth,5,Packages,develop,"TOSS, Red Hat",10 - 100,2.7,Do it!,I'd live (I can provide Python 3 somehow),,"build-env (debug a build), Externals in packages.yaml","AMD, Intel, IBM Power","NVIDIA, AMD","gcc, Intel Compilers, LLVM, AMD aocc, AMD hipclang, nvcc",Somewhat important,Somewhat important,Somewhat important,Not Important,Very Important,Somewhat important,Not Important,Critical,Somewhat important,Not Important,Very Important,Not Important,CI Regression Testing of Package Installs on develop branch at LC and other HPC Centers,No,Yes,"Documentation, Coworkers",Yearly,Probably,Good,Good,Bad,OK,,,,,,
11/17/2020 20:13:30,Software Developer,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,No,Traditional HPC / Simulation,Word of mouth,1,No,0.14,"Red Hat, Ubuntu",100 - 200,2.7,I'd live.  (I can provide 2.7 somehow),I'd live (I can provide Python 3 somehow),spack load,Externals in packages.yaml,"AMD, Intel, IBM Power, ARM","NVIDIA, AMD","gcc, LLVM, AMD hipclang, nvcc",Critical,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Mostly the backtracking concretizer is what would make my life easier,Maybe,Yes,"Documentation, Slack",Monthly,Probably not,Good,Good,OK,Good,,,,,,
11/17/2020 22:02:27,Software Developer,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,Yes,Traditional HPC / Simulation,Word of mouth,5,"Packages, Slack Discussions","develop, custom fork","macOS, Red Hat, CentOS, Ubuntu","500-1,000","2.7, 3.6, 3.7, 3.8",I'd live.  (I can provide 2.7 somehow),Unacceptable,Custom script or env vars,"Externals in packages.yaml, Concretization preferences in packages.yaml","AMD, Intel, IBM Power","NVIDIA, AMD, Intel","gcc, Intel Compilers, Intel OneAPI / dpc++, PGI, LLVM, AMD hipclang, nvcc, XL, CCE (Cray Compilers)",Very Important,Somewhat important,Somewhat important,Slightly Important,Slightly Important,Very Important,Very Important,Critical,Slightly Important,Not Important,Somewhat important,Slightly Important,focus on simplified use by non-expert spack users,"Yes, I'd attend",Yes,Slack,Yearly,No,Good,Good,OK,OK,,"helps as part of our effort to revision control and automate our process to deploy builds across several HPC sites. Spack is a key component, without this spack it would be impossible for a small team to support users across multiple HPC sites. ",not having continuous testing for package updates,Simplifying use of spack for non experts.,,
11/17/2020 20:16:25,Software Developer,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,Yes,"Traditional HPC / Simulation, Computer Science Research, Compiler Testing",Word of mouth,3,"Packages, Slack Discussions, Issues","0.15, develop","macOS, Red Hat, CentOS, Ubuntu, Debian, Fedora",200 - 500,"2.7, 3.8",Do it!,I'd live (I can provide Python 3 somehow),"Lmod, Environment Modules (TCL modules)","Environments, Module generation, Chaining, build-env (debug a build), Externals in packages.yaml, Concretization preferences in packages.yaml","AMD, Intel, IBM Power, ARM","NVIDIA, AMD, Intel","gcc, PGI, NVIDIA Compilers (new PGI), LLVM, AMD hipclang, nvcc, XL, CCE (Cray Compilers)",Very Important,Slightly Important,Very Important,Not Important,Not Important,Somewhat important,Slightly Important,Very Important,Critical,Not Important,Very Important,Not Important,,Maybe,Yes,"Documentation, Slack, Coworkers",Weekly,Probably,Bad,Good,Good,Good,,,,,,
11/17/2020 22:03:15,Software Developer,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,Yes,Traditional HPC / Simulation,Used at my site,4,"Packages, Documentation, Issues",develop,"macOS, Red Hat, Ubuntu",1 - 10,"2.6, 2.7, 3.5, 3.6",I'd live.  (I can provide 2.7 somehow),I'd live (I can provide Python 3 somehow),Custom script or env vars,"Command Extensions, Externals in packages.yaml, Concretization preferences in packages.yaml","AMD, Intel, IBM Power","NVIDIA, AMD","gcc, Intel Compilers, PGI, LLVM",Very Important,Somewhat important,Somewhat important,Not Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Slightly Important,Not Important,Somewhat important,Very Important,better support for statically linked libs,Maybe,No,"Documentation, Coworkers, GitHub",Monthly,Probably not,Good,OK,OK,Good,,Automated builds of dependencies.,,I'd like to see complete support for static builds.,,"I've felt that Spack started with HPC-centric view of the world to enable robust builds of HPC relevant software stacks on various LCFs. But, as a package manager, it works for a lot of non-HPC stuff and wound up getting somewhat overtaken by a large influx of stakeholders with different interests. I feel like those non-HPC interest often dictate outcomes on major issues. I guess I am saying that to some extent, Spack is a victim of its own success.

I also feel like I expect Spack to be able to behave largely as I would when building a software stack on a given LCF and easily utilize existing ""system"" packages already deployed there either by hardware vendor or facilities managers. But, that never seems to be the way Spack behaves by default. It winds up building the every last dependency for one strange reason or another even though a slew of libraries below say HDF5 in the dependency chain don't need to be re-built. Getting it to behave as I would (e.g. make the same choices w.r.t. to utilizing existing software on a system) is incredibly challenging.

I know plenty of code teams that use Spack for automating builds of their dependencies and it is a godsend for that. I don't know too many though that are truly happy with it or that are not constantly fighting with it to not go build some dependency they don't care about or when they update packages having to unravel some odd-ball package change that is breaking their builds.

In theory, it should be possible for Spack to build VisIt with a package.py file. However, the VisIt project already has code to build it and all of its dependencies and a) it works in many places b) doesn't including build logic for dependencies we don't care about and c) doesn't constantly change/break as one package somewhere in the dependency chain is updated in some odd-ball way. In order for VisIt to want to dump its custom shell code and replace it with a Spack package.py file, the challenges of that experience needs to be addressed somehow. Perhaps the way the CEED project is using Spack to manage their dependencies is one of the best options."
11/17/2020 20:20:36,Software Developer,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,Yes,"Traditional HPC / Simulation, Computer Science Research",Word of mouth,3,"Packages, Issues","0.15, develop","macOS, Red Hat",10 - 100,3.8,Do it!,Do it!,"spack load, Lmod","Module generation, build-env (debug a build), spack-python (Python scripting)","AMD, Intel, IBM Power, ARM","NVIDIA, AMD","gcc, Intel Compilers, PGI, NVIDIA Compilers (new PGI), LLVM, AMD aocc, CCE (Cray Compilers)",Very Important,Somewhat important,Very Important,Slightly Important,Not Important,Somewhat important,Very Important,Somewhat important,Very Important,Slightly Important,Somewhat important,Slightly Important,,"Yes, I'd attend",Yes,"Documentation, Mailing List",Weekly,Probably,Good,Good,Good,Excellent,,,,,,
11/17/2020 20:21:38,Software Developer,Company,United States,No,Embedded Systems,Used at my site,2,No,develop,"Red Hat, CentOS",10 - 100,3.8,Do it!,I'd live (I can provide Python 3 somehow),"spack load, Spack environments","Environments, Module generation, spack containerize, Chaining, Binary Caches, spack ci (generate GitLab Pipelines), Distributed Builds (srun spack install)","AMD, Intel, IBM Power, ARM",NVIDIA,"gcc, LLVM, nvcc",Slightly Important,Somewhat important,Slightly Important,Somewhat important,Very Important,Slightly Important,Slightly Important,Not Important,Not Important,Not Important,Slightly Important,Critical,"Support for a collaborative binary cache without assuming a network file system, i.e. support for binary packages","Yes, I'd attend",No,Documentation,Weekly,Probably,OK,Excellent,Good,Excellent,Building an ensemble of cross compiled applications that run on a set of coordinating (heterogeneous) embedded devices.,Dependency specs and global concretization have eliminated a tremendous amount of toil,,(Continue to) engage with the wider developed community outside HPC. Just the CppCon lightning talk this year has done a lot to legitimize spack as a viable (and even preferable) alternative to Jfrog's Conan.,,You're awesome
11/17/2020 20:23:02,Software Developer,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,Yes,Traditional HPC / Simulation,Used at my site,3,"Packages, Slack Discussions",develop,"macOS, Red Hat, Ubuntu, Windows Subsystem for Linux (WSL)",200 - 500,"3.5, 3.6, 3.7",Do it!,Do it!,"spack load, Spack environments","Environments, Module generation, build-env (debug a build), Python extensions (link python packages into interpreter prefix), spack external find, Concretization preferences in packages.yaml","AMD, Intel, IBM Power, ARM","NVIDIA, AMD, Intel","gcc, Intel Compilers, Intel OneAPI / dpc++, PGI, NVIDIA Compilers (new PGI), LLVM, AMD aocc, AMD hipclang, nvcc, XL, CCE (Cray Compilers), Fujitsu Compilers, armclang",Somewhat important,Critical,Somewhat important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Somewhat important,Not Important,,No,Yes,"Documentation, Slack",Monthly,Probably not,Good,Excellent,OK,Excellent,"I work on a bunch of testbeds with... whimsical variance in developer environments. Just having a Spack environment that has my compilers and neovim stack, and starting on a new environment by telling Spack to set it up for me to insulate me from that creativity, that's a huge win.

Also people's Spack packages tend to be a lot easier to decipher than their build systems, so `spack info [foo]` and `spack graph [foo]` are hugely useful commands to just know what software does","Greg Becker responding to my questions on Slack. Being able to tell users who ask me how a thing is built ""have you tried building it with Spack?"" The increasing frequency with which `spack install FOO` leads to a successful build of FOO.",Terribly set up machines that block Spack from being able to use CURL,"The complaint I still have to field from people is ""I tried to build a simple package, and Spack built Python and CMake and and and and..."" so I think better deciphering of externals (which I know you're working on as we speak) would be good.",,"Pretty much every year my biggest victory with Spack is ""they fixed the thing that was biggest gripe about Spack last year,"" which is a sign of a really good job listening to users, so keep that up."
