Timestamp,What kind of user are you?,Where do you work?,What country are you in?,Are you part of the U.S. Exascale Computing Project (ECP)?,Are you part of any EuroHPC joint undertaking projects? (https://eurohpc-ju.europa.eu/),Are you part of some other project that uses Spack that you'd like us to highlight (leave blank if not)?,What languages do you primarily program in?,What are your primary application areas?,How did you find out about Spack?,How long have you been using Spack?,Have you contributed to Spack?,What version(s) of Spack do you use?,What OS do you use Spack on?,How many software installations have you done with Spack in the past year?,What Python version(s) do you use to run Spack?,How do you get installed Spack packages into your environment?,Which of the following Spack features do you use? (details at https://github.com/spack/spack/releases),Do you have local Spack package repositories?,Do you have any local modifications to Spack itself?,Do you use any third-party tools/front-ends to do development with Spack?,Which processors do you expect to use with Spack in the next year?,Which GPUs do you expect to use with Spack in the next year?,Which compilers do you expect to use with Spack in the next year?,Rank these TBD Spack features by importance [Better error messages],Rank these TBD Spack features by importance [Compilers as proper dependencies],"Rank these TBD Spack features by importance [Separate concretization of build dependencies (build build tools with gcc/clang, not fancy compilers)]","Rank these TBD Spack features by importance [Language virtual dependencies (e.g., depends_on(""cxx@2017:""))]",Rank these TBD Spack features by importance [Testing / integration with Pavilion2/ReFrame/other test tool],Rank these TBD Spack features by importance [More packages in public build caches],Rank these TBD Spack features by importance [Better organized/publicized public build caches],Rank these TBD Spack features by importance [Better compiler flag handling],Rank these TBD Spack features by importance [Performance/speed improvements],Rank these TBD Spack features by importance [Better autodetection of system packages],Rank these TBD Spack features by importance [Better GPU compiler support],Rank these TBD Spack features by importance [Generate GitHub Actions pipelines + build caches],Rank these TBD Spack features by importance [More developer features],Rank these TBD Spack features by importance [Improvements for `spack test`],Rank these TBD Spack features by importance [Better CI Stability / faster PR turnaround],Rank these TBD Spack features by importance [SpackOS/support for custom libc],What features NOT in the prior list would you like to see?,"We're planning an in-person Spack user meeting in August, will you plan to attend?",Have you done a Spack Tutorial?,How do you get help with Spack when you need it?,How often do you consult the Spack documentation?,"If there were commercial support for Spack, would you or your organization buy it?",If there were a software foundation (ala Linux Foundation or CNCF) around Spack would it make you more likely to use/recommend Spack?,How would you rate the overall quality of ... [Spack documentation],How would you rate the overall quality of ... [Spack community],How would you rate the overall quality of ... [Spack packages],How would you rate the overall quality of ... [Spack],Tell us briefly about your use case and your usual Spack workflow.,What about Spack has helped you the most in the past year?,What are the biggest pain points in Spack for your workflow? (feel free to link to issues),What's the biggest thing we could do to improve Spack over the next year?,Are there key packages you'd like to see in Spack that are not included yet?,Do you have any other comments for us?,"If you're interested in being contacted about your response, please leave us your email."
3/17/2023 12:27:59,Scientist/Researcher,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,No,No,,"C++, sh/bash/other shell script","HPC / Simulation, Mathematical optimization",Word of mouth,3,"Slack Discussions, Issues, patches",custom fork,"RHEL 7, Fedora",10 - 100,3.7,Custom script or env vars,"Environments, Mirrors (spack mirror create / air gap support), Externals in packages.yaml, Concretization preferences in packages.yaml, New concretizer (clingo)",Yes -- just one,Yes,uberenv,"AMD, Intel","NVIDIA Volta, AMD MI300","gcc, LLVM, nvcc (CUDA)",Critical,Somewhat important,Slightly Important,Slightly Important,Not Important,Not Important,Not Important,Slightly Important,Slightly Important,Somewhat important,Somewhat important,Slightly Important,Slightly Important,Not Important,Not Important,Not Important,Patches or fixes for packages that modern versions of GCC/Clang won't compile because they enforce language rules that they didn't used to. This is my biggest hassle.,No,No,"Documentation, I basically don't get help with spack. As far as I am concerned, spack feels unsupported. There are no patches to prior releases. The only solution is more to the head of the main branch.",Weekly,Probably,Probably not,OK,OK,Bad,Bad,Use spack to build third party libraries on LLNL LC systems.,It kind of works building third party libraries on LLNL LC systems.,"Packages don't build with modern C/C++/Fortran compilers because compilers are rightly becoming stricter. I understand this isn't strictly a spack core issue, but it makes spack less useful.
Whenever I've tried to get help from the Spack team, they basically expect me to fix things myself. AFAIK, they never issue fixes for prior official releases.
Spack error messages are abysmal. ","Make sure whenever spack fails, the output explains why in a way that allows people to debug the problem.",No,,
3/17/2023 13:13:58,Scientist/Researcher,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,No,No,,"C, C++, Python",Computer Science Research,Used at my site,4,No,0.19,"macOS 11 (Big Sur), RHEL 8, Ubuntu 22",200 - 500,3.1,"spack load, Spack environments","Environments, spack develop",Yes -- just one,No,No,"AMD, Intel, IBM Power, ARM","NVIDIA Volta, AMD MI200/250X, AMD MI300","gcc, LLVM",Very Important,Very Important,Slightly Important,Very Important,Not Important,Somewhat important,Somewhat important,Very Important,Critical,Somewhat important,Critical,Slightly Important,Very Important,Somewhat important,Somewhat important,Slightly Important,,Maybe,No,"Documentation, Slack, Coworkers",Monthly,Probably not,Probably,Good,Good,OK,Good,,,"Incompatible builds, say program A has a dependency on library B and build breaks","More robust building, make sure build DAGs compile together",,,
3/17/2023 13:32:10,User Support Staff,"DOE/Office of Science Lab (e.g., ORNL/ANL/LBL)",United States,Yes,No,,"Python, sh/bash/other shell script","HPC / Simulation, Statistics / Data Analysis, AI/ML, Computer Science Research, Bioinformatics, High Energy Physics",Word of mouth,5,"Packages, Slack Discussions, GitHub Discussions, Issues","0.18, 0.19","SLES15, Cray XC, Cray EX",100 - 200,3.6,"spack load, Spack environments, Lmod, Environment Modules (TCL modules), spack view","Environments, Module generation, Chaining (upstreams), Stacks (matrices in environments), Build caches (making binary packages), spack external find, Cray PE support (spack external read-cray-manifest), Externals in packages.yaml, Concretization preferences in packages.yaml, concretization: --reuse (default), concretization: --fresh (build everything fresh), concretizer:unify:true (concretize together), concretizer:unify:when_possible, Variant/flag propagation (++, ~~, ==), spack load",Yes -- several,Yes,No,"AMD, Intel",NVIDIA Ampere,"gcc, Intel Compilers, Intel OneAPI, NVHPC, LLVM, nvcc (CUDA), CCE (Cray Compilers)",Slightly Important,Not Important,Somewhat important,Slightly Important,Very Important,Not Important,Slightly Important,Slightly Important,Critical,Critical,Somewhat important,Not Important,Somewhat important,Somewhat important,Slightly Important,Not Important,,Maybe,No,"Documentation, Slack, GitHub Issues, Source Code",Daily,Probably,Probably not,Good,Excellent,OK,Good,"getting software onto the system for our users, and helping them to install software they need","the ability to decouple failure domains via externals, buildcaches and environments","that the components are too tightly coupled, so there are too many opportunities for individual steps to encounter an error, and this breaks the whole workflow and is hard to debug (most of my effort has been actually in mitigating this, rather then in installing packages).
Second biggest is that concretization is too opaque, it can be really difficult to work out why Spack decided to do a particular thing","performance - esp. around concretization. Explainable concretization would also be great, though I understand that is a fundamentally hard problem in ASP",,"There are certainly things about Spack that, in hindsight, I would design differently, but there are some really good ideas and capabilities there too, and over the last few years the maturity has improved from ""mostly hits some error and fails"" to ""mostly succeeds"" - which is great to see",
3/17/2023 13:34:39,Software Developer,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,Yes,No,,"Fortran, C++, Python, Lua","HPC / Simulation, Computer Science Research, Visualization",Used at my site,5,"Packages, Issues","0.19, develop, custom fork","RHEL 7, RHEL 8, Ubuntu 20, Windows Subsystem for Linux (WSL)",100 - 200,3.7,"Spack environments, Containers","Environments, spack containerize, Chaining (upstreams), Mirrors (spack mirror create / air gap support), Build caches (making binary packages), spack-python (Python scripting), spack external find, Externals in packages.yaml, Concretization preferences in packages.yaml, New `require:` directive in packages.yaml, Distributed Builds (srun/mpirun spack install), New concretizer (clingo), spack develop, concretization: --fresh (build everything fresh), concretizer:unify:true (concretize together), Multiple build systems in one package, Variant/flag propagation (++, ~~, ==)",Yes -- several,No,mack,"AMD, Intel, IBM Power, ARM","NVIDIA Volta, NVIDIA Ampere, AMD MI200/250X, AMD MI300","gcc, Intel Compilers, Intel OneAPI, LLVM, AMD ROCmCC (amdclang/hipcc), nvcc (CUDA), IBM XL, CCE (Cray Compilers)",Very Important,Somewhat important,Somewhat important,Somewhat important,Not Important,Slightly Important,Slightly Important,Critical,Critical,Slightly Important,Very Important,Slightly Important,Critical,Slightly Important,Slightly Important,Slightly Important,"Improved support for modularized environment inputs (e.g. versions, platforms) and stacking of concretization requirements; improved setup/config/testing on air-gapped networks",Maybe,Yes,"Documentation, Coworkers, GitHub Issues, spack help, Source Code, Email, MS Teams; Direct access to the spack team helps :)",Weekly,Probably,Probably not,Good,Good,Good,Excellent,spack as a build system for multiphysics codes (mack); spack for shared TPLs for teams (uberenv),"Close collaboration w/ spack team to drive spack features in support of converting from a custom Make-based build system, to a spack-based one. Improvements in spack develop, concretization requirements, commit/branch-based versioning.","Debugging build problems in spack recipes; time to concretize and rebuild, especially when iterating; ambiguous/vague error messages","Accelerate build/rebuild times, especially for incremental builds",none that I can think of. It will be nice when more packages work on Windows so we can migrate uberenv away from vcpkg,"Thank you for all the improvements to spack over the past few years, especially related to spack develop.  (Also, uberenv was not listed as a choice in the spack helpers section; perhaps that one should have had check boxes instead of radio boxes).",
3/17/2023 14:20:45,Software Developer,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,No,No,,"C, C++, Python, Perl, sh/bash/other shell script, MATLAB","HPC / Simulation, AI/ML, Computer Science Research, Compiler Testing",Word of mouth,5,"Packages, Slack Discussions, GitHub Discussions, Issues","0.18, 0.19, develop","macOS 12 (Monterey), macOS 11 (Ventura), RHEL 7, RHEL 8, Ubuntu 20, Ubuntu 22, Debian 11, Amazon Linux",10 - 100,"3.5, 3.6, 3.7, 3.8, 3.9, 3.10",Spack environments,"Environments, Mirrors (spack mirror create / air gap support), Build caches (making binary packages), Public build caches at https://binaries.spack.io, spack external find, Externals in packages.yaml, Concretization preferences in packages.yaml, New `require:` directive in packages.yaml, New concretizer (clingo), spack develop, concretization: --fresh (build everything fresh), concretizer:unify:true (concretize together), Multiple build systems in one package",Yes -- several,No,No,"AMD, Intel, IBM Power","NVIDIA T4, NVIDIA Volta, NVIDIA Ampere, NVIDIA Hopper, NVIDIA Other, AMD MI100, AMD MI200/250X, AMD MI300, AMD Other","gcc, Intel Compilers, Intel OneAPI, PGI, NVHPC, LLVM, AMD ROCmCC (amdclang/hipcc), nvcc (CUDA), IBM XL, CCE (Cray Compilers)",Critical,Slightly Important,Somewhat important,Somewhat important,Not Important,Not Important,Slightly Important,Very Important,Somewhat important,Critical,Somewhat important,Not Important,Somewhat important,Not Important,Not Important,Slightly Important,,No,Yes,"Documentation, Slack, Coworkers, Source Code",Yearly,Probably,"Yes, definitely!",OK,Excellent,Good,Good,,,,,,,
3/17/2023 16:09:33,Scientist/Researcher,"DOE/Office of Science Lab (e.g., ORNL/ANL/LBL)",United States,No,No,,"C, C++, Python, sh/bash/other shell script","HPC / Simulation, High Energy Physics",Used at my site,3,Packages,"0.16, 0.17","RHEL 7, CentOS 7",1 - 10,3.6,"spack load, Spack environments","Environments, Mirrors (spack mirror create / air gap support), Build caches (making binary packages)",Yes -- just one,Yes,SpackDev,"AMD, Intel",No GPUs,gcc,Critical,Critical,Somewhat important,Somewhat important,Somewhat important,Very Important,Very Important,Very Important,Very Important,Critical,Very Important,Very Important,Very Important,Very Important,Very Important,Slightly Important,,No,Yes,"Documentation, Slack, Coworkers, spack help",Monthly,Probably not,Probably not,Good,Excellent,Good,Good,Build experiment code stack,,,,,,
3/17/2023 16:45:52,Scientist/Researcher,University research group,Denmark,No,No,,"Python, Rust, sh/bash/other shell script, Emacs Lisp","Computer Science Research, Data Management ",Libpressio GitHub Readme,2,No,0.19,"Ubuntu 20, Ubuntu 22, Arch",1 - 10,"3.8, 3.9, 3.10",spack load,spack load,No,No,No,"AMD, Intel",No GPUs,"gcc, LLVM",Slightly Important,Very Important,Slightly Important,Not Important,Not Important,Not Important,Not Important,Slightly Important,Not Important,Critical,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Install software using system packages if available,No,Yes,"Documentation, GitHub Issues, Google",Yearly,No,No,Excellent,OK,Good,Excellent,Install software not in Ubuntu’s repository through the default space CLi,It could install software I needed that was not in Ubuntu’s repository ,It installs software available as system package so installing software takes longer than needed.,Install software from the system repository if it is available ,,,
3/17/2023 16:58:48,System Administrator,University HPC/Computing Center,United States,No,No,,"C++, Python, sh/bash/other shell script",HPC / Simulation,Used at my site,0,Slack Discussions,0.19,RHEL 8,1 - 10,3.6,"spack load, Lmod","Environments, Module generation",No,No,No,"AMD, Intel","NVIDIA Volta, NVIDIA Ampere",gcc,Critical,Very Important,Not Important,Slightly Important,Not Important,Very Important,Slightly Important,Somewhat important,Critical,Somewhat important,Somewhat important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Not Important,,Maybe,Yes,"Documentation, Slack, GitHub Issues, spack help",Weekly,No,No,Good,OK,Good,Good,,,,,,,
3/17/2023 17:02:16,Software Developer,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,Yes,No,,"C, C++, Python, sh/bash/other shell script",HPC / Simulation,Word of mouth,0,"Slack Discussions, GitHub Discussions, Mailing List",develop,"RHEL 7, RHEL 8",10 - 100,3.7,"Spack environments, Custom script or env vars","Environments, spack external find, Concretization preferences in packages.yaml, spack develop, concretizer:unify:true (concretize together), Variant/flag propagation (++, ~~, ==), Git versions",Yes -- several,,No,"AMD, Intel, ARM","NVIDIA T4, NVIDIA Volta, NVIDIA Ampere, NVIDIA Hopper, AMD MI100, AMD MI200/250X, AMD MI300","gcc, Intel Compilers, Intel OneAPI, AMD ROCmCC (amdclang/hipcc)",Very Important,Somewhat important,Critical,Critical,Very Important,Critical,Somewhat important,Very Important,Very Important,Very Important,Very Important,Somewhat important,Very Important,Somewhat important,Critical,Very Important,drop directive,"Yes, I'd like to attend",Yes,"Documentation, Slack, spack help, Email",Daily,Probably,Probably,OK,OK,OK,OK,,,,,,,
3/18/2023 1:04:26,Software Developer,Company,Canada,Yes,Yes,,"C, C++, HIP",HPC / Simulation,Word of mouth,2,"Packages, Core Features, Slack Discussions, Issues",develop,"CentOS 7, Ubuntu 20, Ubuntu 22, Debian 11","> 1,000","3.8, 3.9, 3.10, 3.11","spack load, Spack environments","Environments, spack external find, Externals in packages.yaml, New concretizer (clingo), concretization: --fresh (build everything fresh), concretizer:unify:true (concretize together), Variant/flag propagation (++, ~~, ==), Git versions, spack load",No,Yes,No,"AMD, Intel","AMD MI200/250X, AMD MI300, AMD Other","gcc, LLVM, AMD ROCmCC (amdclang/hipcc), nvcc (CUDA)",Somewhat important,Very Important,Somewhat important,Slightly Important,Not Important,Slightly Important,Critical,Somewhat important,Somewhat important,Somewhat important,Critical,Not Important,Slightly Important,Very Important,Somewhat important,Not Important,,No,No,"Documentation, Slack, GitHub Issues, spack help, Source Code",Weekly,No,Probably not,Good,Excellent,OK,Good,I use Spack primarily to install various versions of ROCm libraries and dependencies to test different configurations.,"AMD does not distribute HIP built for the NVIDIA platform, so Spack is the easiest way to build those libraries. It also is good for building libraries for AMD GPU architectures that lack official support.",The handling of GPU architectures is awful compared to how CPU architectures are handled.,,,It takes a very long time to get reviews on PRs. I often need to beg for attention once a week for several weeks before my changes are merged. A series of changes therefore takes months.,
3/18/2023 7:55:35,Scientist/Researcher,University research group,United States,Yes,No,,"Fortran, C++, Python","HPC / Simulation, High Energy Physics",Word of mouth,3,"Packages, Issues","0.18, 0.19, develop","macOS 12 (Monterey), RHEL 6, RHEL 7, RHEL 8, Ubuntu 22",100 - 200,3.9,"spack load, Spack environments, Lmod, Environment Modules (TCL modules), spack view","Environments, Module generation, Chaining (upstreams), Public build caches at https://binaries.spack.io, spack external find, Externals in packages.yaml, New concretizer (clingo), concretizer:unify:true (concretize together), spack load, spack diff (compare two specs)",Yes -- just one,No,No,"AMD, Intel, IBM Power, ARM","NVIDIA Volta, NVIDIA Ampere, NVIDIA Hopper, AMD MI100, AMD MI200/250X, Intel Xe (Ponte Vecchio)","gcc, Intel Compilers, NVHPC, LLVM, AMD ROCmCC (amdclang/hipcc), nvcc (CUDA), CCE (Cray Compilers)",Critical,Very Important,Critical,Somewhat important,Not Important,Very Important,Very Important,Somewhat important,Very Important,Slightly Important,Critical,Somewhat important,Critical,Slightly Important,Slightly Important,Not Important,Better cmake integration/tool chain files for improved IDE integration. A tool chain file could point to an environment view. ,No,No,"Documentation, Slack",Monthly,Probably not,Probably not,Good,Excellent,Excellent,Excellent,I typically create a space environment with my package dependencies use the view to work develop a package. Often some of the dependencies are in “develop” mode so I can update those locally as needed. ,Spack environments. ,Chaining: I gave up on chaining because if the spack versions and config files aren’t identical all sorts of problems come up. I haven’t tried again with some of the improved clingo concretization. ,,,,
