Timestamp,What kind of user are you?,Where do you work?,What country are you in?,Are you part of the U.S. Exascale Computing Project (ECP)?,What languages do you primarily program in?,What are your primary application areas?,How did you find out about Spack?,How long have you been using Spack?,Have you contributed to Spack?,What version(s) of Spack do you use?,What OS do you use Spack on?,How many software installations have you done with Spack in the past year?,What Python version(s) do you use to run Spack?,How bad would it be if Spack dropped support for Python 2?,How do you get installed Spack packages into your environment?,Which of the following Spack features do you use?,Do you have local Spack package repositories?,Do you have any local modifications to Spack itself?,Which processors do you expect to use with Spack in the next year?,Which GPUs do you expect to use with Spack in the next year?,Which compilers do you expect to use with Spack in the next year?,Rank these TBD Spack features by importance [Better error messages],Rank these TBD Spack features by importance [Compilers as proper dependencies],"Rank these TBD Spack features by importance [Separate concretization of build dependencies (build build tools with gcc/clang, not fancy compilers)]","Rank these TBD Spack features by importance [Optimized, public binary packages]",Rank these TBD Spack features by importance [Build testing for every PR],"Rank these TBD Spack features by importance [Language virtual dependencies (e.g., depends_on(""cxx@2017:""))]",Rank these TBD Spack features by importance [Testing / integration with Pavilion2/ReFrame/other test tool],Rank these TBD Spack features by importance [Better compiler flag handling],Rank these TBD Spack features by importance [Windows Support],Rank these TBD Spack features by importance [Autodetection of system packages],Rank these TBD Spack features by importance [Performance/speed improvements],Rank these TBD Spack features by importance [More reproducibility for environments],Rank these TBD Spack features by importance [Better GPU compiler support],Rank these TBD Spack features by importance [Generate GitHub Actions pipelines + build caches],Rank these TBD Spack features by importance [More developer features],What features NOT in the prior list would you like to see?,"If we had a (virtual) Spack user meeting, would you attend? ",Have you done a Spack Tutorial?,How do you get help with Spack when you need it?,How often do you consult the Spack documentation?,"If there were commercial support for Spack, would you or your organization buy it?",If there were a software foundation (ala Linux Foundation or CNCF) around Spack would it make you more likely to use/recommend Spack?,How would you rate the overall quality of ... [Spack documentation],How would you rate the overall quality of ... [Spack community],How would you rate the overall quality of ... [Spack packages],How would you rate the overall quality of ... [Spack],Tell us briefly about your use case and your usual Spack workflow.,What about Spack has helped you the most in the past year?,What are the biggest pain points in Spack for your workflow? (feel free to link to issues),What's the biggest thing we could do to improve Spack over the next year?,Are there key packages you'd like to see in Spack that are not included yet?,Do you have any other comments for us?,
12/17/2021 12:45:53,Scientist/Researcher,"DOE/Office of Science Lab (e.g., ORNL/ANL/LBL)",United States,Yes,"C, C++, Python, R, Julia","Traditional HPC / Simulation, High Energy Physics",Tutorial,2,No,"0.16, develop","RHEL 7, CentOS 7",1 - 10,3.8,Do it!,"Spack environments, Lmod","Environments, Module generation, Stacks (matrices in environments), spack external find, Externals in packages.yaml",No,No,"AMD, Intel, IBM Power","NVIDIA Volta, NVIDIA Ampere, AMD MI200","gcc, Intel Compilers, Intel OneAPI / dpc++, LLVM, nvcc (CUDA)",Very Important,Critical,Critical,Somewhat important,Somewhat important,Critical,Slightly Important,Very Important,Not Important,Critical,Somewhat important,Very Important,Very Important,Slightly Important,Very Important,1) Absolute separation of spack state from spack configuration and make configuration invariant. 2) Manage spack state in sqlite and not YAML.,"Yes, I'd attend",Yes,Documentation,Weekly,No,"Yes, definitely!",Good,Good,Bad,Good,Build compiler toolchains and HPC software frameworks and libraries.,Nothing. It currently takes much longer to build complicated environments since it takes many spack build iterations to get things right. ,"Poor quality of package default option settings. Building many ""false"" dependencies because of the way compilers and existing external packages are handled.",Cleanly separate spack state and environment initial configuration. Redesign the way compilers factor into spack specifications.,,Spack is very promising. Maybe spack 1.0 will resolve the current pain points.,
12/17/2021 12:47:43,Computational Scientist,"DOE/Office of Science Lab (e.g., ORNL/ANL/LBL)",United States,Yes,"C++, Python",Traditional HPC / Simulation,Used at my site,4,No,develop,"macOS, CentOS 7",1 - 10,"3.6, 3.7",Do it!,"Spack environments, Environment Modules (TCL modules)",Environments,No,No,"AMD, Intel, IBM Power, ARM","NVIDIA T4, NVIDIA Volta, NVIDIA Ampere, NVIDIA Other, AMD MI100, AMD MI200, AMD Other, Intel Xe (Ponte Vecchio)","gcc, Intel Compilers, Intel OneAPI / dpc++, LLVM, nvcc (CUDA)",Somewhat important,Critical,Critical,Critical,Somewhat important,Somewhat important,Not Important,Somewhat important,Not Important,Somewhat important,Critical,Critical,Critical,Critical,Somewhat important,,Maybe,No,Coworkers,Yearly,Probably not,Probably,OK,OK,OK,Good,,,,,,,
12/17/2021 12:56:08,Computational Scientist,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,Yes,"C, C++, Python, sh/bash/other shell script",Traditional HPC / Simulation,Presentation,3,Packages,"0.16, 0.17","macOS, RHEL 7, Ubuntu 20",10 - 100,3.9,Do it!,"Environment Modules (TCL modules), Custom script or env vars","Module generation, spack external find, Externals in packages.yaml, Concretization preferences in packages.yaml, New concretizer (clingo), spack test",No,Yes,"AMD, Intel, IBM Power, ARM","NVIDIA Ampere, AMD MI200, Intel Xe (Ponte Vecchio)","gcc, Intel Compilers, Intel OneAPI / dpc++, LLVM, AMD ROCmCC / hipcc, nvcc (CUDA), IBM XL, CCE (Cray Compilers)",Very Important,Somewhat important,Not Important,Slightly Important,Somewhat important,Somewhat important,Not Important,Somewhat important,Not Important,Very Important,Critical,Somewhat important,Critical,Somewhat important,Somewhat important,,"Yes, I'd attend",Yes,"Documentation, Coworkers, GitHub, spack help, Source Code",Monthly,Probably not,No,Good,Good,Good,Excellent,"I'm a math library developer and use spack to install our dependencies for development and CI testing on various systems (Mac laptops, RHEL desktops, and HPC systems from various vendors). On my laptop and desktop, I generally install a specific version of spack and use modules to access the installed software.",Makes it easy to install a bunch of software. I used to have so many shell scripts to build different libraries.  ,"For some packages that are already installed on my system and listed as buildable: false in my packages.yaml file e.g., CMake, I have to modify the package file in spack to remove conflicts like 
```
conflicts('%gcc platform=darwin',
                msg='CMake does not compile with GCC on macOS yet, '
                'please use %apple-clang. '
                'See: https://gitlab.kitware.com/cmake/cmake/-/issues/21135')
```
because it will cause a build failure with installing another package with gcc that depends on CMake.","Faster builds. Some packages build as fast as if I installed them myself others seem to take much longer.

""Spack Environments for Dummies"" I often install the same development environment on many systems and I think spack environments is the solution I should be using but I'm still running a shell script with all the necessary commands.",,,
12/17/2021 13:02:50,Research Software Engineer (RSE),"DOE/Office of Science Lab (e.g., ORNL/ANL/LBL)",United States,Yes,"C++, Python",Traditional HPC / Simulation,Word of mouth,3,No,develop,"Ubuntu 18, Ubuntu 20, Debian 10, Debian 11","> 1,000","3.8, 3.9",Do it!,Lmod,"Environments, Module generation, Concretization preferences in packages.yaml",No,No,"AMD, Intel","NVIDIA Volta, NVIDIA Ampere, AMD MI100, AMD MI200","gcc, Intel Compilers, Intel OneAPI / dpc++, NVHPC (new NVIDIA PGI compilers), LLVM, AMD ROCmCC / hipcc, CCE (Cray Compilers), armclang",Very Important,Critical,Critical,Somewhat important,Somewhat important,Very Important,Somewhat important,Very Important,Not Important,Very Important,Somewhat important,Very Important,Very Important,Somewhat important,Somewhat important,,Maybe,No,"Documentation, GitHub",Yearly,Probably not,"Yes, definitely!",Excellent,Excellent,Excellent,Excellent,,,,,,,
12/17/2021 13:48:01,Scientist/Researcher,"DOE/Office of Science Lab (e.g., ORNL/ANL/LBL)",United States,Yes,"C, C++, Python, R, sh/bash/other shell script","Traditional HPC / Simulation, Statistics / Data Analysis",Birds-of-a-feather (BOF) at conference,2,Packages,develop,"macOS, RHEL 8, Ubuntu 20, Alpine",10 - 100,"2.7, 3.9",I'd live (I can provide Python 3 somehow),spack load,"Environments, Build caches (binary packages), spack load",Yes -- several,No,"Intel, IBM Power","NVIDIA Volta, NVIDIA Ampere","gcc, Intel Compilers, LLVM, CCE (Cray Compilers)",Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Slightly Important,Very Important,Not Important,Very Important,Very Important,Somewhat important,Somewhat important,Very Important,Somewhat important,,"Yes, I'd attend",Yes,"Documentation, GitHub, spack help",Monthly,Probably not,Probably,Good,Good,Good,Good,,,,,,,
12/17/2021 15:23:34,Research Software Engineer (RSE),"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,Yes,"C, C++, sh/bash/other shell script","Traditional HPC / Simulation, Computer Science Research, Bioinformatics",Presentation,4,"Packages, Issues","develop, E4S latest","RHEL 8, SLES15, Cray XC, Cray EX, Scientific Linux",10 - 100,3.6,Do it!,"Lmod, Environment Modules (TCL modules)","spack external find, Externals in packages.yaml, spack test",No,No,"AMD, Intel, IBM Power","NVIDIA Volta, AMD MI200, Intel Xe (Ponte Vecchio)","gcc, Intel Compilers, Intel OneAPI / dpc++, PGI, NVHPC (new NVIDIA PGI compilers), LLVM, AMD ROCmCC / hipcc, nvcc (CUDA), CCE (Cray Compilers)",Very Important,Very Important,Not Important,Not Important,Slightly Important,Slightly Important,Not Important,Somewhat important,Not Important,Very Important,Somewhat important,Not Important,Somewhat important,Not Important,Not Important,Decoupling package repo from Spack infrastructure repo,Maybe,Yes,"Documentation, Source Code",Monthly,Probably not,No,OK,Good,Good,OK,I'm a package producer/maintainer.,Ability to to reach a wider audience for my software as a package maintainer,"1. As far as the outside world is concerned, Spack has two ""products"" - the package catalog (describing the software users ultimately want) and the Spack infrastructure that serves it (the ""necessary evil""). Currently the Spack release cadence is driven by the latter, to the significant detriment of the former, which is completely backwards. Software packages are being released all the time, but anyone who wants to use a ""vetted""/stable Spack release is stuck using packages that are often many months stale relative to the latest releases of those software packages.

2. Spack's poor/fragile support for the Cray Programming Environment and compiler wrappers has been a problem for years.","Make it easy/default for users to get the latest fully vetted Spack release version WITH up-to-the-minute packages.  The most obvious way to do this is split the repo, so that users can pull a Spack release from one repo and the very latest set of package files from a different one. Don't ""wait until the Spack DSL stops changing"" -- that will never happen. Find a way to manage such changes today by using branches in the package repo. However the expectation should be that package maintainers usually test against and PR to the branch corresponding to the CURRENT (most recent) Spack release (and optionally an upcoming one), instead of the other way around (how it works today).",,"spackbot-app is nice, but I'd like a way to ""watch"" for PRs on certain packages, EVEN if I'm not listed as a maintainer.",
12/17/2021 17:02:15,Scientist/Researcher,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,Yes,"Python, Go",Computer Science Research,Used at my site,5,Issues,0.17,"RHEL 7, CentOS 7, CentOS 8",1 - 10,3.8,Do it!,"Spack environments, Custom script or env vars","Environments, spack external find, Externals in packages.yaml",No,No,"AMD, Intel, ARM",NVIDIA Other,"gcc, Intel Compilers, LLVM, CCE (Cray Compilers)",Very Important,Somewhat important,Not Important,Slightly Important,Not Important,Slightly Important,Not Important,Not Important,Not Important,Somewhat important,Not Important,Slightly Important,Not Important,Not Important,Not Important,,No,Yes,"Documentation, GitHub",Daily,Probably not,No,OK,Good,OK,Good,Make available a local piece of software with many dependencies.,Automatically installing software not available locally.,"Conflicts among packages (minimum version of X needed by package A and maximum version of X needed by package B) and complexity of working with pre-installed software (e.g., MPI, compilers, system tools), mostly from modules.","Make it easier to force a particular compiler, MPI, etc.  I shouldn't have to edit configuration files for that.",,,
12/17/2021 17:43:59,Computational Scientist,University HPC/Computing Center,United States,Yes,"Fortran, C, C++, Python, sh/bash/other shell script, Julia","Computer Science Research, High Energy Physics",Word of mouth,3,"Packages, Slack Discussions, Issues","0.16, 0.17","RHEL 8, Ubuntu 20, Debian 11, Arch, SLES15",100 - 200,"3.6, 3.7, 3.8, 3.9",Do it!,"spack load, Spack environments","Environments, spack external find, Externals in packages.yaml, spack load",Yes -- just one,No,"AMD, Intel, IBM Power","NVIDIA Volta, NVIDIA Ampere, AMD MI100, AMD MI200, Intel Xe (Ponte Vecchio)","gcc, Intel Compilers, Intel OneAPI / dpc++, LLVM, AMD ROCmCC / hipcc, nvcc (CUDA), CCE (Cray Compilers)",Somewhat important,Very Important,Somewhat important,Somewhat important,Slightly Important,Slightly Important,Not Important,Somewhat important,Not Important,Critical,Somewhat important,Somewhat important,Critical,Somewhat important,Slightly Important,,Maybe,Yes,"Documentation, Slack, Coworkers, GitHub",Monthly,Probably not,Probably,Good,Excellent,Good,Good,"Set up dependencies for ECP application when not available on HPC machines as modules, and on dev machines.","Managing multiple multiple environments with different MPI and GPU vendor stacks for testing application in different configuraitons, without having to do manual builds.",Failed installs when system dependencies are not detected or non standard in some way,,"Newer GPU stacks for AMD and Intel, better external detection",,
12/18/2021 23:38:46,Research Software Engineer (RSE),Company,Japan,No,"Fortran, C, sh/bash/other shell script",Traditional HPC / Simulation,Word of mouth,3,Packages,0.17,"RHEL 8, CentOS 8",10 - 100,3.8,I'd live (I can provide Python 3 somehow),spack load,"Module generation, Chaining (upstreams), Build caches (binary packages), Externals in packages.yaml, spack load",Yes -- several,No,"AMD, Intel, ARM",No GPUs,"gcc, NVHPC (new NVIDIA PGI compilers), LLVM, Fujitsu Compilers, armclang",Slightly Important,Somewhat important,Somewhat important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Very Important,Not Important,Somewhat important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Very Important,"give an enduser a trivial option to privately ""extend"" a public read-only repository. upstream repo is an option but a bit too convoluted : private & public spacks are not necessarily in sync, and the upstream.yaml has to be manually configured.",Maybe,Yes,"Documentation, GitHub, Source Code, twitter",Monthly,Probably not,Probably not,Good,Excellent,Good,Excellent,Install packages on Fugaku,Quick and reproducible installation of softwares,locally install packages on top of an existing public read-only spack. leverage binary cache to quickly build containers.,see above.,,"Great software and community, keep rolling!",
12/18/2021 0:36:28,DevOps/SRE,University HPC/Computing Center,China,No,"Fortran, C, C++, Rust, Go, Java",Traditional HPC / Simulation,Tutorial,2,Packages,develop,"macOS, RHEL 8, Ubuntu 20, Debian 10",100 - 200,3.1,Do it!,spack load,build-env (debug a build),Yes -- just one,Yes,"AMD, ARM","NVIDIA Volta, AMD MI200","Intel OneAPI / dpc++, NVHPC (new NVIDIA PGI compilers), AMD ROCmCC / hipcc",Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Critical,,"Yes, I'd attend",Yes,"Documentation, Slack, Source Code",Daily,"Yes, definitely!",Probably,OK,OK,OK,OK,,,,,,,
12/18/2021 0:54:28,Research Software Engineer (RSE),Other Public Research Lab,France,No,"C++, Python","Traditional HPC / Simulation, Visualization",Search,2,Packages,"0.17, develop","RHEL 7, RHEL 8, Ubuntu 20","500-1,000","3.8, 3.9, 3.10",Do it!,Environment Modules (TCL modules),"Module generation, spack external find, Externals in packages.yaml, Concretization preferences in packages.yaml, New concretizer (clingo), spack install --reuse",Yes -- several,My site has a front-end or extension to Spack,"AMD, Intel, ARM","NVIDIA Volta, NVIDIA Ampere, AMD MI100, AMD MI200","gcc, Intel Compilers, Intel OneAPI / dpc++, NVHPC (new NVIDIA PGI compilers), AMD ROCmCC / hipcc, nvcc (CUDA)",Very Important,Somewhat important,Very Important,Somewhat important,Slightly Important,Very Important,Not Important,Very Important,Not Important,Critical,Very Important,Critical,Critical,Somewhat important,Very Important,,"Yes, I'd attend",No,"Documentation, Coworkers, GitHub",Weekly,Probably,Probably,Good,OK,OK,Good,,,,,,,
12/18/2021 0:56:59,undergraduate student,University research group,China,No,"C, C++, Python, sh/bash/other shell script, Java","Traditional HPC / Simulation, AI/ML",Word of mouth,2,No,0.17,"Ubuntu 16, Ubuntu 18, Ubuntu 20, Debian 10, Debian 11",10 - 100,3.9,I'd live (I can provide Python 3 somehow),spack load,"spack containerize, spack external find, spack load",Yes -- several,Yes,"AMD, Intel","NVIDIA Volta, NVIDIA Ampere","gcc, Intel Compilers, Intel OneAPI / dpc++",Critical,Critical,Critical,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Slightly Important,Not Important,Critical,Critical,Critical,Somewhat important,Somewhat important,,Maybe,Yes,Documentation,Monthly,No,Probably,Good,OK,Excellent,Excellent,To install libraries (e.g. BLAS pnetcdf) with proper mpi config ( e.g. mpi with ib) ,,,,,,
