Timestamp,What kind of user are you?,Where do you work?,What country are you in?,What languages do you primarily program in?,What are your primary application areas?,How did you find out about Spack?,How long have you been using Spack?,Have you contributed to Spack?,What version(s) of Spack do you use?,What OS do you use Spack on?,How many package installations have you done with Spack in the past year?,What Python version(s) do you use to run Spack?,How do you get installed Spack packages into your environment?,Which of the following Spack features do you use? (details at https://github.com/spack/spack/releases),Do you have your own local Spack package repositories?,Do you have any local modifications to Spack itself?,Do you use any third-party tools/front-ends to do development with Spack?,Which processors do you expect to use with Spack in the next year?,Which GPUs / Accelerators do you expect to use with Spack in the next year?,Which compilers do you expect to use with Spack in the next year?,Rank these TBD Spack features by importance [Better error messages],Rank these TBD Spack features by importance [Testing / integration with Pavilion2/ReFrame/other test tool],Rank these TBD Spack features by importance [More packages in public build caches],Rank these TBD Spack features by importance [Better organized/publicized public build caches],Rank these TBD Spack features by importance [Better compiler flag handling],Rank these TBD Spack features by importance [Performance/speed improvements],Rank these TBD Spack features by importance [Better autodetection of system packages],Rank these TBD Spack features by importance [Better GPU compiler support],Rank these TBD Spack features by importance [Generate GitHub Actions pipelines + build caches],Rank these TBD Spack features by importance [More developer features],Rank these TBD Spack features by importance [Improvements for `spack test`],Rank these TBD Spack features by importance [Better CI Stability / faster PR turnaround],Rank these TBD Spack features by importance [SpackOS/support for custom libc],Rank these TBD Spack features by importance [Cross-compilation],Rank these TBD Spack features by importance [More build parallelism],Rank these TBD Spack features by importance [Separate the builtin repo from core],What features NOT in the prior list would you like to see (tell us your wish list)?,Has Spack's transition into Linux Foundation / HPSF given you more confidence in the project?,"Will you be attending the Spack User Meeting at HPSFCon, May 5-8?",Have you attended a Spack Tutorial?,How do you get help with Spack when you need it?,How often do you consult the Spack documentation?,"If there were commercial support for Spack, would you or your organization buy it?",How would you rate the overall quality of ... [Spack documentation],How would you rate the overall quality of ... [Spack community],How would you rate the overall quality of ... [Spack packages],How would you rate the overall quality of ... [Spack],"What is the most recent thing you did with Spack, anywhere from installing a package to modifying the core functionality?",Tell us briefly about your use case and your usual Spack workflow.,What about Spack has helped you the most in the past year?,What are the biggest pain points in Spack for your workflow? (feel free to link to issues),What's the biggest thing we could do to improve Spack over the next year?,Are there key packages you'd like to see in Spack that are not included yet?,Do you have any other comments for us?,"If you're interested in being contacted about your response, please leave us your email.",,,,,,
5/2/2025 10:58:03,Computational Scientist,University research group,Germany,C++,HPC / Simulation,I do not remember.,7,"Packages, Issues",0.23,"macOS 15 (Sequoia), CentOS 6, Ubuntu 24",100 - 200,3.9,"Spack environments, Lmod, Environment Modules (TCL modules)","Environments, Module generation, Externals in packages.yaml, concretization: --fresh (build everything fresh)",No,No,No,"AMD, Intel, ARM",NVIDIA Other,"gcc, LLVM",Critical,Not Important,Slightly Important,Slightly Important,Somewhat important,Slightly Important,Somewhat important,Slightly Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Very Important,Very Important,Tutorials on how to use spack to deploy software to clusters for multiple end users,Yes,"Yes, I'm attending",Yes,"Documentation, GitHub Issues, Source Code",Monthly,No,Good,Good,Excellent,Good,Providing the software stack on our internal computing cluster for all users,I need to provide a series of packages to create a development environment for our internal Trilinos-based C++ multiphysics research code.,Automated installation of many packages with interdependencies (instead of manually installing multiple packages and having to take care of their interplay myself),,Add tutorials for system administrators on how to use and especially update spack installations.,,,,,,,,,
5/2/2025 11:40:29,Research Software Engineer (RSE),University HPC/Computing Center,United States,"C, C++, Python","Computer Science, Web applications, User Support",Used at my site,5,"Slack Discussions, Spack Community Zoom Meetings","0.15, develop (1.0.0dev0)","RHEL 8, Rocky 9, Debian 12",1 - 10,"3.6, 3.11",Spack environments,"Environments, Module generation, Stacks (matrices in environments), Mirrors (spack mirror create / air gap support), Build caches (making binary packages), Weekly develop snapshots on cache.spack.io, Public build caches at cache.spack.io / binaries.spack.io, E4S build caches (https://e4s.io)",Yes -- just one,No,No,"AMD, Intel","NVIDIA Volta, NVIDIA Ampere","gcc, Intel OneAPI, NVHPC, LLVM, nvcc (CUDA)",Very Important,Somewhat important,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Pre-built packages optimized for x86-64-v3 and x86-64-v4,Not sure,Maybe,Yes,"Documentation, Slack, Mailing List, Coworkers, GitHub Issues, Source Code, Weekly Telecons, ChatGPT / other LLMs",Daily,Probably not,Good,Excellent,Good,Good,Installing packages,Building next software stack for our HPC cluster,Scripting automated installations for users unable to do their own one-off installations or installing dependencies to complement conda under the user's ~/work directory,,"Offer working rhel8 and rocky9 public binary caches optimized for x86-64-v{3,4}",Not there yet. I'm still at the beginning of building our next HPC software stack with Spack.,"A  non-packaged software stack substituted the previous stack built with Spack justified by the maintenance time involved, to add new packages or versions to the main stack. Unable to trace dependencies with this non-packaged software stack, we are back to building our next stack with a package manager. EESSI is a close competitor, however we have not used it on our cluster before and there still are people with Spack experience in the group.",,,,,,,
5/2/2025 11:53:31,"Chief Research Engineer, Sysadmin, Researcher, Support staff",Simula Research Laboratory AS,Norway,"Fortran, C, C++, Python, Julia, Rust, Go, R, sh/bash/other shell script, Javascript, Java, Ruby, MATLAB, C#, Lua, Scheme, Zig, I answered based on what people use on the eX3 heterogeneous cluster","HPC / Simulation, Statistics / Data Analysis, AI/ML, Computer Science, Bioinformatics, Compiler Testing, Visualization, Embedded Systems, User Support, System Administration, Quantum, DevOps, Xilinx FPGA programming (Vivado, Virtis)",Birds-of-a-feather (BOF) at conference,3,Issues,0.23,Ubuntu 22,100 - 200,3.1,Environment Modules (TCL modules),"Environments, Module generation, Build caches (making binary packages), spack load",No,Yes,No,"AMD, Intel, ARM, RISC-V","NVIDIA T4, NVIDIA Volta, NVIDIA Ampere, NVIDIA Hopper, AMD MI100, AMD MI200/250X, Intel Xe (Ponte Vecchio), Intel Gaudi, Graphcore IPUPOD64 (GC-200)","gcc, Classic Intel Compilers, Intel OneAPI, NVHPC, LLVM, AMD ROCmCC (amdclang/hipcc), nvcc (CUDA), armclang",Very Important,Slightly Important,Very Important,Very Important,Very Important,Critical,Critical,Critical,Very Important,Slightly Important,Somewhat important,Somewhat important,Slightly Important,Very Important,Critical,Somewhat important,"Universal binaries using llvm-lipo per architecture. Want to be able to define all Aarch64 ISAs I have in cluster, as well as support x86_64/Amd64 with AVX2 and up. ",Yes,No,No,"Documentation, Mailing List, GitHub Issues, spack help",Weekly,Probably not,Good,Good,OK,OK,FEniCS doesn't build under 0.23.1,module use /cm/shared/spack-modules/modulefiles ; module load spack/0.23.1; umask 0002 ; newgroup spack-admin   then install packages.,Getting some researchers/scientist up and running on some software.,Better handling when you install new versions of spack. Not fond of the  hash versioning. Ref.: e.g. https://github.com/spack/spack/issues/1325,Fix the above versioning issue. And group install issue.,Working FEniCS.,Great work. Looking forward to 1.0,,,,,,,
5/2/2025 12:53:16,Consultant / DevOps / HPC Admin,Company,United States,sh/bash/other shell script,"HPC / Simulation, Bioinformatics, User Support, System Administration, DevOps",Used at my site,0,No,"0.22, 0.23","RHEL9, Rocky 9, Ubuntu 24, Amazon Linux",10 - 100,"3.12, 3.13","Spack environments, Lmod","Environments, Module generation, concretization: --reuse (default), spack load",No,No,No,"AMD, Intel, ARM, ","NVIDIA T4, NVIDIA Volta, NVIDIA Ampere, NVIDIA Hopper, NVIDIA Blackwell, NVIDIA Other","gcc, Classic Intel Compilers",Critical,Not Important,Critical,Very Important,Somewhat important,Not Important,Somewhat important,Somewhat important,Very Important,Not Important,Very Important,Not Important,Not Important,Not Important,Not Important,Not Important,,No,No,Yes,"Documentation, spack help, ChatGPT / other LLMs",Yearly,Probably not,Bad,OK,Bad,Bad,Installing packages,Shared packages across HPC nodes,.,I tend to have more success with Easybuild. Packages tend to build the first time or with minimal fuss compared to Spack.,Making the package build process more reliable,.,.,,,,,,,
5/2/2025 14:21:53,System Administrator,Other Public Research Lab,United States,"C, Perl, sh/bash/other shell script, Lua, PHP","HPC / Simulation, Computer Science, Bioinformatics, Web applications, User Support, System Administration",from colleagues,1,No,0.23,"RHEL 7, RHEL 8, CentOS 7, CentOS 8, Rocky 8",10 - 100,3.1,"Spack environments, Lmod, Environment Modules (TCL modules)","Environments, Module generation, spack containerize, concretization: --fresh (build everything fresh)",No,No,No,N/A,N/A,N/A,Somewhat important,Somewhat important,Critical,Critical,Somewhat important,Somewhat important,Critical,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Critical,Somewhat important,,Not sure,No,Yes,Documentation,Daily,No,OK,OK,OK,OK,Installed R package.,,,,,,,,,,,,,
5/2/2025 17:58:13,Research Software Engineer (RSE),"DOE/Office of Science Lab (e.g., ORNL/ANL/LBL)",United States,"Go, Javascript, Ruby","Web applications, User Support, DevOps",Used at my site,0,Packages,develop (1.0.0dev0),macOS 15 (Sequoia),10 - 100,3.9,Spack environments,"Environments, concretizer:unify:true (concretize together)",No,No,No,ARM,No GPUs,gcc,Very Important,Not Important,Slightly Important,Somewhat important,Slightly Important,Somewhat important,Not Important,Not Important,Slightly Important,Somewhat important,Not Important,Not Important,Not Important,Not Important,Not Important,Slightly Important,,Yes,No,No,"Documentation, Slack, Coworkers",Monthly,Probably,OK,Good,Good,Good,Set up an environment using Spack,,It has simplified managing environments for various projects,,,,As a fairly new Spack user I don't use Spack often enough to know what all it's capable of; I think attending a tutorial in the future will help with that,,,,,,,
5/2/2025 23:50:27,Scientist/Researcher,University research group,Norway,"Fortran, C, C++, Python, Julia",HPC / Simulation,Tutorial,6,"No, Slack Discussions","0.22, 0.23",Debian 12,100 - 200,3.12,"Lmod, spack view","Environments, Module generation, Stacks (matrices in environments), Build caches (making binary packages), spack external find, Concretization preferences in packages.yaml, concretization: --reuse (default), concretizer:unify:true (concretize together)",No,No,No,Intel,"NVIDIA Ampere, NVIDIA Other","gcc, Classic Intel Compilers, Intel OneAPI, nvcc (CUDA)",Very Important,Not Important,Slightly Important,Slightly Important,Very Important,Critical,Very Important,Somewhat important,Slightly Important,Somewhat important,Very Important,Slightly Important,Somewhat important,Very Important,Very Important,Somewhat important,,Yes,No,Yes,"Documentation, Slack, Mailing List, GitHub Issues, GitHub Discussions",Weekly,Probably not,Good,Excellent,Good,Good,Updated the software stack,,,,,,,,,,,,,
5/3/2025 19:58:59,DevOps/SRE,Company,France,"Python, sh/bash/other shell script",HPC / Simulation,Word of mouth,5,"Packages, Issues",latest snapshot release what,"macOS 14 (Sonoma), RHEL 8, RHEL9","> 1,000","3.7, 3.9",,"Environments, Stacks (matrices in environments), Mirrors (spack mirror create / air gap support), Build caches (making binary packages), Weekly develop snapshots on cache.spack.io, OCI build caches (pushing packages to container registries), spack ci (GitLab pipeline generation -- yourself, not on our CI)",Yes -- just one,No,,ARM,AMD MI300X,"gcc, Intel OneAPI, NVHPC, LLVM, AMD ROCmCC (amdclang/hipcc), nvcc (CUDA), IBM XL, CCE (Cray Compilers), Fujitsu Compilers",Very Important,Somewhat important,Not Important,Somewhat important,Critical,Very Important,Very Important,Very Important,Very Important,Somewhat important,Very Important,Somewhat important,Somewhat important,Not Important,Somewhat important,Very Important,,Not sure,No,No,"Slack, Coworkers",Weekly,No,Good,Excellent,Good,Good,Updated the compilers.yaml to packages.yaml (at least tried). Populate a container registry with Spack buildcache.,I use Spack to unify how softare is CI among different projects.,oci buildcache,Troubles enforcing 1 compiler across the dependency tree. Still has problems with managing flags. Now has issues to define hybrid compilers.,Solve issue preventing to concretize with the specified compilers across dependencies.,,,,,,,,,
5/4/2025 2:34:42,Software Developer,University research group,Bangladesh,"C++, Python, Javascript","HPC / Simulation, Computer Science",Search,0,Packages,develop (1.0.0dev0),"macOS 15 (Sequoia), Ubuntu 22, Ubuntu 24, Arch, Alpine",1 - 10,"3.10, 3.11, 3.12, 3.13","spack load, Spack environments, Containers","Environments, spack containerize, spack external find, Externals in packages.yaml, `require:` directive in packages.yaml, `prefer:` directive in packages.yaml, concretizer:unify:true (concretize together), concretizer:unify:when_possible, Multiple build systems in one package, Variant/flag propagation (++, ~~, ==), Git versions, spack load",Yes -- just one,No,No,"AMD, Intel, ARM",No GPUs,"gcc, LLVM, nvcc (CUDA)",Critical,Not Important,Very Important,Slightly Important,Slightly Important,Very Important,Slightly Important,Somewhat important,Not Important,Slightly Important,Slightly Important,Slightly Important,Somewhat important,Slightly Important,Somewhat important,Critical,More verbose and explicit error messages for concretization failures.,Yes,No,No,"Documentation, Slack, GitHub Issues, GitHub Discussions, ChatGPT / other LLMs",Weekly,Probably,Excellent,Excellent,Good,Good,Submitted a new package (crow),,"One of the dependencies of a CMake-based C++ project I’m working on depends on PETSc.  We were using vcpkg, but it doesn’t have PETSc, and neither do Conan, Xmake, or build2, so I spent weeks trying to create PETSc packages for vcpkg and Conan with no success and then gave up.  I eventually stumbled upon Spack and not only did it have PETSc but I also really liked it’s package recipe format, to the point that I decided to create Spack packages for all the other dependencies of the project that Spack’s builtin repo didn’t have.","Spack failing to bootstrap on Alpine Linux, which I want to use as the container instead of Ubuntu: https://github.com/spack/spack/issues/26394","1. Explicitly mention the reason for failure when an environment’s specs fail to concretize, so the user can know what to change in the specs to make it pass.
2. Allow requiring (in spack.yaml) repositories directly from remote Git repositories without having to download them to disk first.",GridPACK (https://github.com/GridOPTICS/GridPACK) and uWebSockets (https://github.com/uNetworking/uWebSockets),Thanks creating and maintaining Spack!,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
